형태소,품사,남녀,카운트
미워하지,Adjective,남,2
미워할,Adjective,남,3
미워할,Adjective,여,1
미워해,Adjective,남,1
미워해도,Adjective,남,2
미워해도,Adjective,여,1
미워했던,Adjective,남,2
미워했어,Adjective,남,1
미웠어,Verb,남,4
미인,Noun,남,6
미인계,Noun,남,4
미인아,Noun,남,6
미적,Noun,남,1
미지,Noun,남,2
미지근해,Adjective,남,1
미지수,Noun,남,1
미처,Noun,남,5
미처,Noun,여,3
미쳐,Adjective,남,63
미쳐,Adjective,여,12
미쳐가,Adjective,남,3
미쳐가게,Adjective,남,1
미쳐가고,Adjective,남,2
미쳐가고,Adjective,여,1
미쳐가는,Adjective,남,1
미쳐가도,Adjective,남,1
미쳐가요,Adjective,남,9
미쳐만,Adjective,여,2
미쳐야,Adjective,남,2
미쳐있던,Adjective,남,1
미쳤고,Adjective,남,1
미쳤나,Adjective,남,4
미쳤나,Adjective,여,14
미쳤는지,Adjective,여,1
미쳤다고,Adjective,남,5
미쳤대,Adjective,여,1
미쳤던,Adjective,여,1
미쳤어,Adjective,남,18
미쳤어,Adjective,여,6
미치게,Adjective,남,16
미치게,Adjective,여,7
미치겠다,Adjective,남,1
미치겠다,Adjective,여,3
미치겠어,Adjective,남,6
미치겠어,Adjective,여,3
미치고,Adjective,남,2
미치는,Adjective,남,1
미치도록,Adjective,남,9
미치도록,Adjective,여,1
미치자,Adjective,여,1
미치지,Adjective,남,3
미친,Adjective,남,61
미친,Adjective,여,2
미친다는,Adjective,남,1
미친듯,Adjective,남,1
미친듯,Adjective,여,1
미친듯이,Adjective,남,2
미칠,Adjective,남,21
미칠,Adjective,여,5
미칠거야,Adjective,남,2
미칠것만,Adjective,남,2
미칠듯,Adjective,남,1
미칠듯,Adjective,여,1
미카엘,Noun,남,1
미필,Noun,남,1
미행,Noun,여,1
미형,Noun,남,1
믹스,Noun,여,1
믹키,Noun,남,45
민,Noun,남,2
민,Noun,여,2
민가,Noun,여,1
민망한,Adjective,여,1
민지,Noun,여,18
민트,Noun,남,1
민트,Noun,여,1
민폐,Noun,남,1
믿,Verb,남,2
믿,Verb,여,2
믿거나,Verb,여,1
믿게,Verb,남,6
믿게,Verb,여,1
믿겠지,Verb,남,1
믿고,Verb,남,22
믿고,Verb,여,16
믿고싶어요,Verb,남,1
믿기,Verb,남,5
믿기로,Verb,남,1
믿기에,Verb,남,1
믿기지,Verb,남,8
믿기지,Verb,여,2
믿기지가,Verb,남,1
믿기지가,Verb,여,4
믿는,Verb,남,5
믿는,Verb,여,1
믿는다,Verb,여,1
믿는다면,Verb,남,20
믿는데,Verb,남,2
믿는지,Verb,남,3
믿니,Verb,여,2
믿던,Verb,남,2
믿어,Verb,남,76
믿어,Verb,여,30
믿어도,Verb,남,3
믿어도,Verb,여,3
믿어서는,Verb,여,3
믿어야,Verb,남,3
믿어야만,Verb,남,1
믿어요,Verb,남,7
믿어요,Verb,여,13
믿어주고,Verb,남,3
믿어주길,Verb,남,6
믿어주는,Verb,남,2
믿어주는,Verb,여,1
믿어줄,Verb,여,2
믿어줄래,Verb,남,2
믿어줘,Verb,남,8
믿어줘,Verb,여,1
믿어줘서,Verb,남,1
믿어줘요,Verb,남,1
믿었기에,Verb,남,2
믿었는데,Verb,여,2
믿었니,Verb,여,1
믿었던,Verb,남,1
믿었던,Verb,여,2
믿었어,Verb,남,2
믿었어,Verb,여,2
믿었었는데,Verb,남,1
믿었었던,Verb,남,1
믿었었죠,Verb,남,1
믿었었지,Verb,남,1
믿었지만,Verb,남,1
믿으며,Verb,남,1
믿으며,Verb,여,1
믿으면,Verb,남,4
믿으면서,Verb,남,1
믿을,Verb,남,25
믿을,Verb,여,11
믿을게,Verb,남,2
믿을까,Verb,남,1
믿을께요,Verb,남,8
믿을래,Verb,남,1
믿을래,Verb,여,1
믿음,Noun,남,26
믿음,Noun,여,9
믿자,Verb,여,1
믿잖아,Verb,여,4
믿죠,Verb,남,1
믿지,Verb,남,15
믿지,Verb,여,8
믿지도,Verb,남,1
믿지마,Verb,여,1
믿지만,Verb,남,1
믿진,Verb,남,1
밀,Noun,남,1
밀,Noun,여,1
밀고,Noun,남,6
밀고,Noun,여,8
밀당,Noun,남,2
밀당,Noun,여,2
밀려,Verb,남,7
밀려오네,Verb,여,1
밀려오는,Verb,남,2
밀려오듯,Verb,남,1
밀려온,Verb,남,2
밀려올,Verb,여,1
밀려와,Verb,남,7
밀려와,Verb,여,2
밀려왔고,Verb,여,1
밀려왔다,Verb,남,3
밀렸다가,Verb,여,1
밀렸어,Verb,남,1
밀리,Noun,남,1
밀리니,Verb,남,1
밀린,Verb,남,1
밀림,Noun,여,1
밀면,Noun,남,7
밀면,Noun,여,1
밀물,Noun,남,2
밀실,Noun,남,1
밀어,Verb,남,21
밀어,Verb,여,1
밀어내,Verb,남,5
밀어내고,Verb,남,1
밀어내고,Verb,여,2
밀어내곤,Verb,남,1
밀어내는,Verb,여,1
밀어내도,Verb,여,1
밀어내려,Verb,남,2
밀어내려,Verb,여,2
밀어내려고,Verb,여,4
밀어내야,Verb,여,1
밀어내지마,Verb,여,2
밀어내진,Verb,남,1
밀어도,Verb,남,1
밀어서,Verb,남,8
밀었다,Verb,여,2
밀었지,Verb,남,2
밀지,Noun,남,1
밀착,Noun,남,3
밀쳐내,Verb,남,1
밀쳐내줘,Verb,남,1
밀쳐도,Verb,여,3
밀치는,Verb,여,1
밉다,Adjective,남,4
밉지,Adjective,남,1
밉지만,Adjective,남,2
밉지만,Adjective,여,3
밉진,Adjective,남,2
밉질,Adjective,여,2
밋밋한,Adjective,남,1
밋밋해,Adjective,남,1
밑,Noun,남,13
밑,Noun,여,2
밑그림,Noun,남,2
밑바닥,Noun,남,2
바,Noun,남,65
바,Noun,여,34
바가지,Noun,남,2
바구니,Noun,여,1
바깥,Noun,남,1
바깥,Noun,여,2
바꾸겠다고,Verb,남,1
바꾸고,Verb,여,2
바꾸기,Verb,남,1
바꾸기도,Verb,남,1
바꾸려고,Verb,남,1
바꾸면,Verb,남,4
바꾸지,Verb,남,1
바꾸지,Verb,여,2
바꾼,Verb,남,2
바꾼,Verb,여,2
바꿀,Verb,남,12
바꿈,Noun,여,1
바꿔,Verb,남,16
바꿔,Verb,여,10
바꿔놓은,Verb,여,1
바꿔놓을,Verb,남,1
바꿔놨죠,Verb,여,1
바꿔도,Verb,남,1
바꿔라,Verb,남,1
바꿔요,Verb,남,2
바꿔주나,Verb,여,1
바꿔줄게요,Verb,여,3
바꿨어,Verb,남,2
바꿨잖아,Verb,남,1
바꿨죠,Verb,남,1
바꿨지,Verb,남,1
바뀌길,Verb,남,1
바뀌나,Verb,여,2
바뀌는,Verb,남,4
바뀌는가,Verb,남,3
바뀌듯,Verb,남,1
바뀌어,Verb,남,8
바뀌어가도,Verb,여,2
바뀌어도,Verb,여,1
바뀌었어,Verb,여,1
바뀌지가,Verb,남,1
바뀐,Verb,남,2
바뀔,Verb,남,1
바뀔지도,Verb,여,2
바나나,Noun,여,2
바느질,Noun,남,2
바늘,Noun,남,3
바늘,Noun,여,1
바다,Noun,남,63
바다,Noun,여,31
바다로,Noun,남,4
바다로,Noun,여,1
바닥,Noun,남,10
바닥,Noun,여,2
바닥난,Verb,남,1
바달,Noun,남,2
바닷가,Noun,남,1
바닷가,Noun,여,2
바둥,Noun,남,2
바디,Noun,남,1
바라,Verb,남,13
바라,Verb,여,23
바라게,Verb,남,1
바라고,Verb,남,9
바라는,Verb,남,9
바라는,Verb,여,12
바라는걸,Verb,여,1
바라는데,Verb,여,2
바라던,Verb,남,6
바라던,Verb,여,4
바라만,Verb,남,3
바라만,Verb,여,3
바라면,Verb,남,1
바라보게,Verb,남,3
바라보겠어,Verb,남,1
바라보고,Verb,남,15
바라보고,Verb,여,6
바라보고만,Verb,여,2
바라보기,Verb,여,1
바라보기만,Verb,남,3
바라보기만,Verb,여,1
바라보기조차,Verb,여,1
바라보길,Verb,여,1
바라보네,Verb,남,3
바라보네요,Verb,여,1
바라보는,Verb,남,34
바라보는,Verb,여,6
바라보는걸,Verb,남,1
바라보는데,Verb,여,1
바라보니,Verb,남,2
바라보니까,Verb,남,1
바라보다,Verb,남,5
바라보다가,Verb,남,1
바라보다가,Verb,여,1
바라보던,Verb,남,1
바라보던,Verb,여,3
바라보며,Verb,남,12
바라보며,Verb,여,4
바라보면,Verb,남,4
바라보면,Verb,여,5
바라보면서,Verb,남,4
바라보면서,Verb,여,1
바라보시며,Verb,남,1
바라보잖아,Verb,남,3
바라보지,Verb,남,1
바라보지마는,Verb,여,1
바라보지만,Verb,남,4
바라본,Verb,남,4
바라본,Verb,여,2
바라본건,Verb,남,3
바라본다,Verb,남,7
바라본다고,Verb,남,3
바라본다면,Verb,남,1
바라볼,Verb,남,14
바라볼,Verb,여,6
바라볼게,Verb,여,1
바라볼까,Verb,남,1
바라볼까봐,Verb,남,1
바라볼수록,Verb,남,3
바라볼수록,Verb,여,1
바라봄,Noun,여,1
바라봐,Verb,남,10
바라봐,Verb,여,43
바라봐도,Verb,남,1
바라봐라,Verb,남,3
바라봐라,Verb,여,3
바라봐야,Verb,남,1
바라봐요,Verb,남,2
바라봐요,Verb,여,5
바라봐주기,Verb,남,1
바라봐줄래,Verb,여,1
바라봐줘,Verb,여,2
바라봐질,Verb,남,1
바라봤던,Verb,남,4
바라봤어,Verb,남,4
바라봤자,Verb,여,1
바라시는,Verb,여,1
바라야,Verb,남,2
바라죠,Verb,남,4
바라지,Noun,남,3
바라지,Noun,여,2
바라지는,Verb,남,1
바라지는,Verb,여,4
바라지마,Verb,남,2
바락바락,Noun,남,2
바란,Noun,남,7
바란,Noun,여,3
바란다면,Verb,남,2
바란듯,Verb,남,1
바랄,Verb,남,9
바랄,Verb,여,1
바랄것도,Verb,남,2
바랄게,Verb,남,6
바랄게,Verb,여,2
바람,Noun,남,123
바람,Noun,여,43
바람개비,Noun,남,1
바람결,Noun,남,3
바람결,Noun,여,3
바람둥이,Noun,남,1
바람둥이,Noun,여,1
바람소리,Noun,여,3
바랐는데,Verb,남,1
바랐던,Verb,남,1
바랐던,Verb,여,1
바랜,Noun,남,1
바램,Noun,남,11
바램,Noun,여,4
바램일,Noun,여,1
바랬,Noun,남,2
바랬,Noun,여,1
바랬는,Noun,남,1
바랬다,Noun,남,2
바랬던,Noun,남,8
바로,Noun,남,104
바로,Noun,여,63
바로잡을,Verb,남,3
바른,Modifier,남,1
바른,Verb,남,1
바른,Verb,여,1
바를,Verb,여,1
바름,Noun,여,1
바리,Noun,남,1
바바,Noun,남,1
바바바,Noun,남,1
바벨,Noun,남,1
바보,Noun,남,96
바보,Noun,여,89
바비,Noun,남,1
바비,Noun,여,1
바빠,Adjective,남,8
바빠,Adjective,여,37
바빠도,Adjective,남,1
바빠해,Adjective,남,2
바빴지,Adjective,남,1
바뻐,Adjective,남,1
바쁘게,Adjective,남,5
바쁘게,Adjective,여,2
바쁘겠지,Adjective,남,1
바쁘고,Adjective,남,1
바쁘고,Adjective,여,1
바쁘네,Adjective,남,2
바쁘니까,Adjective,여,1
바쁘다,Adjective,여,1
바쁘다고,Adjective,여,1
바쁘다는,Adjective,남,1
바쁘다니,Adjective,여,1
바쁘다며,Adjective,남,1
바쁘다며,Adjective,여,1
바쁘던,Adjective,여,1
바쁘지,Adjective,여,1
바쁜,Adjective,남,7
바쁜,Adjective,여,10
바삐,Noun,남,1
바사,Noun,남,1
바삭,Noun,여,1
바스라지는,Verb,남,1
바스라질,Verb,남,1
바스락,Noun,여,1
바스러지지,Verb,남,2
바스러진,Verb,남,2
바운스,Noun,남,1
바위,Noun,남,1
바이오리듬,Noun,남,1
바이트,Noun,남,1
바짝,Noun,남,7
바짝,Noun,여,9
바쳐,Verb,남,2
바쳐도,Verb,남,1
바쳐서,Verb,남,1
바쳤는데,Verb,남,3
바쳤던,Verb,남,2
바쳤어,Verb,남,4
바치는,Verb,남,1
바친,Verb,남,1
바친다면,Verb,남,1
바칠,Verb,남,1
바칠게,Verb,남,3
바퀴,Noun,남,1
바텐더,Noun,남,1
바톤,Noun,남,1
바하,Noun,여,1
박,Noun,남,2
박고,Verb,남,5
박던,Verb,남,1
박동,Noun,남,1
박동,Noun,여,1
박살,Noun,남,1
박수,Noun,남,13
박수,Noun,여,18
박수갈채,Noun,남,2
박자,Noun,남,5
박자,Noun,여,5
박자의,Verb,남,1
박정수,Noun,남,1
박지성,Noun,남,1
박질,Verb,남,1
박차고,Verb,남,1
박차니,Verb,남,1
박차면,Verb,여,1
박치,Noun,남,1
박한,Adjective,남,1
박혀,Verb,남,8
박혀,Verb,여,1
박혀있고,Verb,남,1
박혀있는,Verb,여,1
박혀있던,Verb,남,1
박혀있지,Verb,남,1
박혔나,Verb,남,1
박혔어,Verb,남,1
박혔어,Verb,여,1
박혔지,Verb,남,1
박힌,Verb,남,10
박힌,Verb,여,4
밖,Noun,남,28
밖,Noun,여,6
밖에,Josa,남,71
밖에,Josa,여,14
밖에는,Josa,남,2
밖에는,Josa,여,1
밖엔,Josa,남,11
반,Modifier,남,9
반,Modifier,여,3
반,Noun,남,13
반,Noun,여,18
반가운,Adjective,남,1
반가워,Adjective,남,1
반갑게,Adjective,남,1
반갑게,Adjective,여,4
반갑지,Adjective,남,1
반겨주네,Verb,남,1
반겨주는,Verb,남,1
반겨줄,Verb,여,1
반기,Noun,남,1
반기겠지,Verb,여,1
반기러,Verb,남,1
반달,Noun,남,1
반대,Noun,남,14
반대,Noun,여,6
반대편,Noun,남,4
반도,Noun,남,4
반도,Noun,여,4
반드시,Noun,남,4
반드시,Noun,여,1
반딧불,Noun,남,2
반면,Noun,여,1
반바지,Noun,남,2
반반하네,Adjective,남,1
반복,Noun,남,44
반복,Noun,여,24
반사,Noun,남,1
반성,Noun,여,1
반성은,Noun,남,1
반올림,Noun,여,1
반응,Noun,남,11
반응,Noun,여,8
반의,Noun,남,2
반의,Noun,여,1
반작용,Noun,남,1
반전,Noun,남,3
반전,Noun,여,4
반주,Noun,여,1
반지,Noun,남,5
반짝,Noun,남,15
반짝,Noun,여,22
반짝거려,Verb,남,1
반짝거려,Verb,여,1
반짝거렸죠,Verb,여,1
반짝거리는,Verb,여,1
반짝거리죠,Verb,여,1
반짝거릴,Verb,여,1
반짝반짝,Adverb,남,2
반짝반짝,Adverb,여,14
반짝여,Verb,남,1
반짝여,Verb,여,3
반짝였던,Verb,남,1
반짝였던,Verb,여,1
반짝이게,Verb,여,1
반짝이는,Verb,남,15
반짝이는,Verb,여,19
반짝이면,Verb,여,2
반짝인,Verb,여,4
반짝일,Verb,남,5
반짝임,Noun,남,4
반쪽,Noun,남,3
반쪽,Noun,여,2
반칙,Noun,남,5
반하고,Adjective,남,1
반하기는,Adjective,남,1
반하는,Adjective,남,1
반한,Noun,남,1
반한,Noun,여,3
반한다는,Adjective,남,4
반할,Adjective,여,1
반항,Noun,남,1
반항,Noun,여,1
반해,Adjective,남,9
반해,Adjective,여,8
반해서,Adjective,여,3
반했나,Adjective,여,6
반했단,Adjective,남,1
반했단,Adjective,여,1
반했던,Adjective,여,1
반했어,Noun,여,2
반했었어,Adjective,여,1
반했으니까,Adjective,여,4
받,Verb,여,1
받게,Verb,남,3
받겠지,Verb,남,2
받고,Verb,남,8
받고,Verb,여,1
받기,Verb,남,1
받기도,Verb,남,1
받기만,Verb,남,5
받기엔,Verb,남,1
받긴,Verb,남,1
받는,Verb,남,11
받는,Verb,여,1
받는게,Verb,남,1
받던,Verb,남,3
받던,Verb,여,1
받아,Verb,남,13
받아,Verb,여,6
받아도,Verb,남,1
받아도,Verb,여,2
받아들여,Verb,남,4
받아들여,Verb,여,1
받아들여지질,Verb,남,1
받아라,Verb,여,1
받아서,Verb,여,1
받아주길,Verb,여,1
받아주네,Verb,남,1
받아줄,Verb,여,2
받아줄래,Verb,여,1
받아줄지,Verb,남,1
받아줘,Verb,남,21
받아줘요,Verb,여,1
받았어,Verb,남,1
받았을,Verb,남,1
받았지,Verb,남,1
받어,Verb,여,1
받은,Verb,남,8
받은,Verb,여,7
받을,Verb,남,7
받을,Verb,여,1
받을까,Verb,남,1
받자마자,Verb,남,2
받잖니,Verb,남,1
받지,Verb,남,7
받지,Verb,여,5
받지도,Verb,여,2
받지마,Verb,남,1
받쳐줄,Verb,여,1
받치고,Verb,남,1
발,Noun,남,88
발,Noun,여,52
발가벗은,Verb,남,1
발갛,Noun,남,3
발걸음,Noun,남,25
발걸음,Noun,여,9
발겨,Verb,남,1
발견,Noun,남,5
발견,Noun,여,1
발그레,Noun,여,1
발그레발그레,Noun,남,1
발길,Noun,남,3
발길,Noun,여,1
발끈,Noun,남,1
발끈,Noun,여,1
발끝,Noun,남,19
발끝,Noun,여,8
발도,Noun,여,1
발등,Noun,남,4
발라,Noun,남,1
발러,Verb,남,1
발렛,Noun,남,1
발령,Noun,남,2
발록,Adverb,남,1
발린,Noun,여,1
발목,Noun,남,3
발밑,Noun,남,1
발밑,Noun,여,7
발바닥,Noun,남,1
발버둥,Noun,남,3
발버둥,Noun,여,1
발버둥쳐,Verb,남,2
발버둥쳐도,Verb,남,4
발버둥치고,Verb,남,2
발사,Noun,남,11
발상,Noun,여,1
발악,Noun,남,2
발음,Noun,남,5
발음,Noun,여,1
발의,Noun,남,1
발자국,Noun,남,19
발자욱,Noun,남,1
발전,Noun,남,1
발짝,Noun,남,5
발짝,Noun,여,1
발톱,Noun,남,1
밝게,Verb,남,17
밝게,Verb,여,2
밝고,Verb,남,1
밝다,Verb,남,1
밝아,Verb,남,4
밝아,Verb,여,1
밝아서,Verb,남,1
밝아오는,Verb,남,1
밝아와,Verb,남,2
밝아와도,Verb,남,2
밝아지는,Verb,여,1
밝아진,Verb,남,1
밝아질수록,Verb,여,1
밝았었던,Verb,여,1
밝으면,Verb,남,1
밝은,Verb,남,15
밝은,Verb,여,2
밝혀,Verb,남,8
밝혀,Verb,여,4
밝혀주는,Verb,남,6
밝혀주는,Verb,여,3
밝혀줄,Verb,남,1
밝혀줄께,Verb,남,2
밝혀줄래,Verb,여,1
밝혀줘,Verb,남,1
밝혀줘,Verb,여,3
밝혀줘요,Verb,여,1
밝혔다,Verb,남,1
밝히게,Verb,남,1
밝히는,Verb,남,1
밝히지,Verb,여,1
밝힐,Verb,남,1
밟,Verb,남,1
밟,Verb,여,1
밟고,Verb,남,2
밟는,Verb,남,2
밟아,Verb,남,10
밟아,Verb,여,5
밟아야,Verb,남,3
밟아줘,Verb,남,1
밟았으,Verb,남,1
밟지,Verb,남,1
밟히는,Verb,남,1
밟힌,Noun,남,1
밤,Noun,남,367
밤,Noun,여,205
밤낮,Noun,남,1
밤낮,Noun,여,1
밤낮없이,Noun,남,1
밤새,Noun,남,36
밤새,Noun,여,11
밤새도록,Verb,남,6
밤새도록,Verb,여,8
밤새서,Verb,남,1
밤새운,Verb,남,4
밤새울,Verb,여,1
밤새울까,Verb,남,1
밤새워,Verb,남,3
밤샌,Verb,남,1
밤샐,Verb,여,1
밤중,Noun,남,1
밤하늘,Noun,남,12
밤하늘,Noun,여,5
밥,Noun,남,15
밥,Noun,여,4
밥알,Noun,남,1
방,Noun,남,48
방,Noun,여,10
방금,Noun,남,9
방금,Noun,여,12
방랑자,Noun,남,2
방문,Noun,남,1
방방,Adverb,남,1
방법,Noun,남,8
방법,Noun,여,3
방서,Noun,남,1
방송,Noun,남,2
방식,Noun,남,6
방식,Noun,여,3
방실,Adverb,남,1
방심,Noun,남,1
방심하다간,Adjective,여,3
방심하지,Adjective,여,2
방심하지마,Adjective,남,1
방심한,Adjective,남,2
방심한,Adjective,여,2
방심했고,Adjective,남,1
방아쇠,Noun,남,5
방아쇠,Noun,여,2
방안,Noun,남,4
방안,Noun,여,2
방울,Noun,남,12
방울,Noun,여,2
방울방울,Noun,여,1
방이,Noun,남,4
방이,Noun,여,2
방정식,Noun,남,1
방치,Noun,남,1
방탄,Noun,남,36
방탄소년단,Noun,남,9
방패,Noun,남,1
방학,Noun,남,1
방해,Noun,남,2
방해,Noun,여,4
방향,Noun,남,4
방향키,Noun,남,3
방화벽,Noun,남,1
방황,Noun,남,20
방황,Noun,여,1
밭,Noun,남,2
배,Noun,남,13
배,Noun,여,2
배경,Noun,남,2
배경,Noun,여,2
배고프면,Adjective,남,1
배고픈,Adjective,남,1
배고픔에,Adjective,남,1
배길,Verb,남,1
배낭,Noun,남,1
배는,Verb,남,2
배는,Verb,여,2
배달,Noun,남,1
배려,Noun,남,7
배려,Noun,여,5
배배,Noun,남,8
배배,Noun,여,1
배부른,Adjective,남,1
배불렀지,Adjective,남,1
배시시,Adverb,여,3
배신,Noun,남,2
배신,Noun,여,3
배운,Verb,남,1
배운,Verb,여,2
배울,Verb,남,1
배울수도,Verb,남,1
배워,Verb,남,4
배워,Verb,여,1
배워가며,Verb,남,5
배워서,Verb,여,1
배워요,Verb,여,1
배웠네,Verb,여,1
배웠다,Verb,남,1
배제,Noun,남,1
배탈,Noun,여,1
배터리,Noun,남,4
배터리,Noun,여,1
배트,Noun,남,1
배팅,Noun,남,1
백,Modifier,남,6
백,Modifier,여,1
백,Noun,남,10
백,Noun,여,3
백,Suffix,남,1
백기,Noun,남,1
백기,Noun,여,1
백마,Noun,여,2
백만,Noun,남,1
백백,Noun,남,1
백설공주,Noun,여,1
백수,Noun,남,2
백야,Noun,남,1
백야,Noun,여,2
백옥,Noun,남,1
백원,Noun,남,1
백이,Noun,남,2
백인,Noun,남,1
백지,Noun,남,3
백초,Noun,남,1
백팔번뇌,Noun,남,1
백해,Noun,남,1
밴,Verb,남,3
밴드,Noun,여,1
뱀,Noun,남,1
뱁새,Noun,남,17
뱃머릴,Noun,남,1
뱃속,Noun,남,1
뱅뱅,Noun,여,1
뱉게,Verb,남,2
뱉고,Verb,남,1
뱉다,Verb,남,1
뱉어,Verb,남,3
뱉어,Verb,여,6
뱉어내는,Verb,남,3
뱉어도,Verb,남,1
뱉어야,Verb,여,1
뱉으며,Verb,남,1
뱉은,Verb,남,1
뱉은,Verb,여,2
버,Noun,남,2
버거운,Noun,남,1
버거운,Noun,여,1
버거워,Adjective,여,1
버거워져,Adjective,여,1
버겁기만,Adjective,남,1
버겁네,Adjective,남,1
버러,Noun,남,1
버럭,Noun,남,1
버려,Verb,남,97
버려,Verb,여,53
버려놓고,Verb,남,1
버려도,Verb,남,7
버려도,Verb,여,2
버려서,Verb,남,1
버려야,Verb,여,1
버려요,Verb,남,8
버려줄,Verb,여,2
버려지네,Verb,남,1
버려진,Noun,남,7
버렸고,Verb,남,6
버렸구만,Verb,남,1
버렸나,Verb,남,3
버렸나,Verb,여,3
버렸네,Verb,남,8
버렸는,Verb,남,1
버렸는걸,Verb,여,1
버렸는데,Verb,남,1
버렸니,Verb,남,6
버렸니,Verb,여,2
버렸다,Verb,남,5
버렸다고,Verb,여,3
버렸단,Verb,여,1
버렸대,Verb,남,1
버렸던,Verb,남,2
버렸던,Verb,여,1
버렸어,Verb,남,37
버렸어,Verb,여,24
버렸어요,Verb,남,1
버렸으니까,Verb,여,2
버렸으면,Verb,남,2
버렸을,Verb,남,1
버렸을까,Verb,남,2
버렸을지,Verb,남,1
버렸음,Verb,남,1
버렸잖아,Verb,남,1
버렸죠,Verb,남,1
버렸죠,Verb,여,3
버렸지,Verb,남,3
버렸지,Verb,여,1
버렸지만,Verb,남,3
버렸지만,Verb,여,1
버릇,Noun,남,7
버릇,Noun,여,2
버리,Verb,남,3
버리게,Verb,남,1
버리게,Verb,여,7
버리겠다,Verb,남,1
버리겠어,Verb,남,3
버리겠으니까,Verb,남,1
버리고,Verb,남,27
버리고,Verb,여,23
버리고만,Verb,남,1
버리고서,Verb,남,1
버리기,Verb,남,5
버리기,Verb,여,3
버리길,Verb,여,1
버리는,Verb,남,9
버리는,Verb,여,8
버리는게,Verb,남,1
버리는데,Verb,남,1
버리는지,Verb,남,1
버리니,Verb,남,1
버리니까,Verb,남,2
버리도록,Verb,남,2
버리든,Verb,남,1
버리면,Verb,남,10
버리면,Verb,여,4
버리자,Verb,남,1
버리자,Verb,여,9
버리잖아요,Verb,남,1
버리죠,Verb,여,1
버리지,Verb,남,5
버리지,Verb,여,4
버리지마,Verb,남,2
버리지만,Verb,남,1
버리진,Verb,남,1
버리한,Verb,여,1
버린,Verb,남,195
버린,Verb,여,63
버린거지,Verb,여,1
버린건,Verb,남,1
버린다,Verb,남,3
버린단,Verb,남,1
버린지,Verb,여,2
버릴,Verb,남,37
버릴,Verb,여,35
버릴거야,Verb,남,2
버릴것,Verb,남,2
버릴것만,Verb,남,1
버릴게,Verb,남,3
버릴게,Verb,여,2
버릴까,Verb,남,3
버릴까,Verb,여,5
버릴까봐,Verb,여,1
버릴라,Verb,남,1
버릴래,Verb,남,1
버릴래,Verb,여,4
버릴수,Verb,남,1
버릴줄이야,Verb,남,1
버릴지,Verb,남,1
버릴지,Verb,여,4
버릴지도,Verb,남,3
버릴지도,Verb,여,1
버벌,Noun,남,1
버블,Noun,남,4
버스,Noun,남,35
버스정류장,Noun,남,1
버젓이,Adverb,남,1
버킷리스트,Noun,여,1
버터,Noun,남,1
버텨,Verb,남,6
버텨가,Verb,남,1
버텨내고,Verb,남,1
버텼던,Verb,여,1
버튼,Noun,남,1
버튼,Noun,여,2
버티,Verb,남,1
버티겠어,Verb,여,1
버티고,Noun,남,6
버티냐고,Verb,남,1
