형태소,품사,시대별,카운트
그건,Adverb,2010-2015,16
그건,Adverb,2016-2020,18
그걸,Adverb,2003-2009,7
그걸,Adverb,2010-2015,5
그걸,Adverb,2016-2020,9
그것,Noun,2003-2009,5
그것,Noun,2010-2015,10
그것,Noun,2016-2020,14
그게,Noun,2003-2009,9
그게,Noun,2010-2015,60
그게,Noun,2016-2020,64
그깟,Modifier,2010-2015,3
그깟,Modifier,2016-2020,2
그날,Noun,2003-2009,10
그날,Noun,2010-2015,7
그날,Noun,2016-2020,33
그냥,Noun,2003-2009,23
그냥,Noun,2010-2015,97
그냥,Noun,2016-2020,122
그녀,Noun,2003-2009,65
그녀,Noun,2010-2015,139
그녀,Noun,2016-2020,14
그녈,Noun,2003-2009,7
그녈,Noun,2010-2015,9
그녈,Noun,2016-2020,2
그녈몰,Noun,2003-2009,1
그늘,Noun,2003-2009,3
그늘,Noun,2010-2015,9
그늘,Noun,2016-2020,2
그니까,Conjunction,2010-2015,2
그니까,Conjunction,2016-2020,4
그다음,Noun,2016-2020,4
그닥,Noun,2016-2020,3
그대,Noun,2003-2009,518
그대,Noun,2010-2015,248
그대,Noun,2016-2020,139
그대로,Noun,2003-2009,35
그대로,Noun,2010-2015,59
그대로,Noun,2016-2020,75
그대만,Noun,2003-2009,13
그대만,Noun,2010-2015,13
그대만,Noun,2016-2020,4
그동안,Noun,2003-2009,4
그따위,Noun,2016-2020,1
그딴,Modifier,2010-2015,3
그딴,Modifier,2016-2020,2
그때,Noun,2003-2009,11
그때,Noun,2010-2015,42
그때,Noun,2016-2020,84
그땐,Noun,2003-2009,3
그땐,Noun,2010-2015,19
그땐,Noun,2016-2020,16
그래,Adjective,2003-2009,44
그래,Adjective,2010-2015,135
그래,Adjective,2016-2020,122
그래가지고,Adjective,2010-2015,4
그래그래,Noun,2010-2015,1
그래그래,Noun,2016-2020,1
그래도,Adverb,2003-2009,22
그래도,Adverb,2010-2015,25
그래도,Adverb,2016-2020,43
그래미,Noun,2016-2020,1
그래서,Adverb,2003-2009,5
그래서,Adverb,2010-2015,11
그래서,Adverb,2016-2020,25
그래야만,Adjective,2003-2009,1
그래야만,Adjective,2016-2020,1
그래요,Adjective,2003-2009,8
그래요,Adjective,2010-2015,5
그래피티,Noun,2010-2015,1
그램마,Adjective,2016-2020,1
그랬,Adjective,2010-2015,1
그랬나,Adjective,2003-2009,1
그랬냐는,Adjective,2010-2015,1
그랬냔,Noun,2016-2020,2
그랬는데,Conjunction,2003-2009,1
그랬는데,Conjunction,2016-2020,1
그랬는지,Adjective,2003-2009,1
그랬는지,Adjective,2010-2015,3
그랬는지,Adjective,2016-2020,1
그랬니,Adjective,2003-2009,1
그랬니,Adjective,2010-2015,1
그랬단,Adjective,2016-2020,1
그랬대,Adjective,2010-2015,2
그랬더니,Conjunction,2016-2020,4
그랬던,Adjective,2003-2009,3
그랬던,Adjective,2016-2020,9
그랬듯,Adjective,2010-2015,1
그랬듯,Adjective,2016-2020,2
그랬듯이,Adjective,2003-2009,2
그랬듯이,Adjective,2016-2020,1
그랬어,Adjective,2003-2009,4
그랬어,Adjective,2010-2015,3
그랬어,Adjective,2016-2020,1
그랬었네,Adjective,2010-2015,1
그랬었는데,Adjective,2016-2020,2
그랬었다고,Adjective,2016-2020,1
그랬었지,Adjective,2010-2015,2
그랬으니,Adjective,2016-2020,1
그랬으면,Adjective,2016-2020,2
그랬을까,Adjective,2003-2009,2
그랬을까,Adjective,2010-2015,3
그랬음,Adjective,2010-2015,1
그랬죠,Adjective,2003-2009,4
그러게,Adjective,2003-2009,1
그러게,Adjective,2010-2015,1
그러고,Adjective,2003-2009,3
그러고,Adjective,2016-2020,1
그러길래,Adjective,2003-2009,1
그러나,Conjunction,2003-2009,5
그러나,Conjunction,2010-2015,1
그러는,Adjective,2010-2015,2
그러는,Adjective,2016-2020,3
그러는데,Adjective,2016-2020,2
그러니,Adjective,2003-2009,9
그러니,Adjective,2010-2015,16
그러니,Adjective,2016-2020,20
그러니까,Adverb,2003-2009,2
그러니까,Adverb,2010-2015,2
그러니까,Adverb,2016-2020,6
그러다,Adjective,2003-2009,2
그러다,Adjective,2010-2015,4
그러다,Adjective,2016-2020,3
그러다가,Conjunction,2010-2015,1
그러다가도,Adjective,2010-2015,1
그러다간,Adjective,2016-2020,1
그러더니,Adjective,2016-2020,6
그러던,Adjective,2003-2009,1
그러려니,Adjective,2003-2009,1
그러면,Adverb,2003-2009,2
그러면,Adverb,2010-2015,5
그러면,Adverb,2016-2020,2
그러면서,Adjective,2016-2020,1
그러잖니,Adjective,2010-2015,1
그러잖아,Adjective,2010-2015,1
그러지,Adjective,2003-2009,4
그러지,Adjective,2010-2015,3
그러진,Adjective,2016-2020,2
그럭저럭,Adverb,2003-2009,7
그런,Adjective,2003-2009,35
그런,Adjective,2010-2015,74
그런,Adjective,2016-2020,68
그런,Modifier,2003-2009,3
그런,Modifier,2010-2015,3
그런,Modifier,2016-2020,4
그런거,Adjective,2010-2015,1
그런거니,Adjective,2010-2015,1
그런게,Adjective,2003-2009,1
그런다,Adjective,2003-2009,1
그런다고,Adjective,2003-2009,1
그런데,Conjunction,2003-2009,7
그런데,Conjunction,2010-2015,4
그런데,Conjunction,2016-2020,5
그런지,Adjective,2016-2020,3
그럴,Adjective,2003-2009,11
그럴,Adjective,2010-2015,19
그럴,Adjective,2016-2020,19
그럴까,Adjective,2010-2015,1
그럴수,Adjective,2010-2015,2
그럴수가,Adjective,2003-2009,1
그럴수록,Adjective,2003-2009,4
그럴수록,Adjective,2010-2015,1
그럴수록,Adjective,2016-2020,4
그럼,Adjective,2003-2009,3
그럼,Adjective,2010-2015,9
그럼,Adjective,2016-2020,20
그럼에도,Adjective,2016-2020,1
그렇게,Adverb,2003-2009,55
그렇게,Adverb,2010-2015,68
그렇게,Adverb,2016-2020,45
그렇게나,Adjective,2016-2020,1
그렇게는,Adjective,2010-2015,2
그렇게도,Adjective,2003-2009,3
그렇게도,Adjective,2010-2015,4
그렇게도,Adjective,2016-2020,1
그렇게라도,Adjective,2016-2020,2
그렇겐,Noun,2010-2015,1
그렇겠지,Adjective,2016-2020,1
그렇구,Adjective,2016-2020,2
그렇니,Adjective,2003-2009,1
그렇니,Adjective,2016-2020,5
그렇다,Adjective,2016-2020,2
그렇다고,Conjunction,2003-2009,3
그렇다고,Conjunction,2010-2015,3
그렇다고,Conjunction,2016-2020,4
그렇다면,Adjective,2003-2009,2
그렇다면,Adjective,2010-2015,2
그렇다면,Adjective,2016-2020,7
그렇단,Adjective,2003-2009,3
그렇담,Adjective,2010-2015,2
그렇더라도,Adjective,2016-2020,1
그렇던,Adjective,2010-2015,4
그렇듯,Adjective,2010-2015,1
그렇듯,Adjective,2016-2020,5
그렇듯이,Adjective,2003-2009,1
그렇잖아,Adjective,2010-2015,2
그렇잖아요,Adjective,2016-2020,1
그렇죠,Adjective,2003-2009,4
그렇지,Adjective,2010-2015,1
그렇지,Adjective,2016-2020,4
그렇지만,Conjunction,2003-2009,4
그렇지만,Conjunction,2010-2015,1
그렇지만,Conjunction,2016-2020,1
그려,Verb,2003-2009,6
그려,Verb,2010-2015,15
그려,Verb,2016-2020,26
그려가,Verb,2016-2020,1
그려가는,Verb,2003-2009,1
그려가죠,Verb,2003-2009,1
그려나가,Verb,2016-2020,1
그려내,Verb,2010-2015,4
그려내,Verb,2016-2020,1
그려내는,Verb,2010-2015,1
그려내는,Verb,2016-2020,2
그려내면,Verb,2016-2020,1
그려요,Verb,2010-2015,1
그려져,Verb,2010-2015,1
그려져,Verb,2016-2020,1
그려졌던,Verb,2003-2009,1
그려줘,Verb,2016-2020,9
그려지고,Verb,2003-2009,1
그려지네,Verb,2010-2015,3
그려지는,Verb,2016-2020,1
그려진,Verb,2010-2015,1
그려진,Verb,2016-2020,1
그렸던,Verb,2010-2015,1
그렸던,Verb,2016-2020,1
그렸어,Verb,2010-2015,1
그렸었지,Verb,2003-2009,1
그로,Noun,2016-2020,1
그루,Noun,2003-2009,1
그루브,Noun,2003-2009,1
그룹,Noun,2003-2009,2
그룹,Noun,2010-2015,1
그릇,Noun,2010-2015,1
그릇,Noun,2016-2020,1
그리,Verb,2003-2009,14
그리,Verb,2010-2015,18
그리,Verb,2016-2020,23
그리게,Verb,2003-2009,1
그리게,Verb,2010-2015,1
그리고,Conjunction,2003-2009,10
그리고,Conjunction,2010-2015,22
그리고,Conjunction,2016-2020,15
그리곤,Verb,2010-2015,8
그리곤,Verb,2016-2020,4
그리기,Noun,2016-2020,1
그리네,Noun,2010-2015,1
그리는,Verb,2010-2015,1
그리는,Verb,2016-2020,4
그리던,Verb,2003-2009,3
그리던,Verb,2016-2020,1
그리며,Verb,2003-2009,1
그리며,Verb,2010-2015,1
그리며,Verb,2016-2020,1
그리면,Verb,2016-2020,2
그리면서,Verb,2010-2015,1
그리운,Adjective,2003-2009,4
그리운,Adjective,2010-2015,1
그리운,Adjective,2016-2020,6
그리운데,Adjective,2010-2015,2
그리울,Verb,2010-2015,3
그리움,Noun,2003-2009,22
그리움,Noun,2010-2015,7
그리움,Noun,2016-2020,9
그리움만,Noun,2016-2020,1
그리워,Adjective,2003-2009,12
그리워,Adjective,2010-2015,23
그리워,Adjective,2016-2020,13
그리워서,Adjective,2003-2009,3
그리워서,Adjective,2010-2015,1
그리워요,Adjective,2003-2009,1
그리워요,Adjective,2010-2015,1
그리워지는,Adjective,2003-2009,1
그리워지면,Adjective,2016-2020,3
그리워질,Adjective,2003-2009,1
그리워하겠죠,Adjective,2003-2009,2
그리워하는,Adjective,2003-2009,1
그리워하며,Adjective,2016-2020,1
그리워하죠,Adjective,2003-2009,2
그리워해,Adjective,2010-2015,1
그리웠다는,Adjective,2003-2009,1
그리웠어,Adjective,2010-2015,1
그리죠,Verb,2003-2009,1
그리죠,Verb,2010-2015,2
그리하여,Conjunction,2003-2009,1
그린,Noun,2003-2009,1
그린,Noun,2010-2015,3
그린,Noun,2016-2020,5
그린벨트,Noun,2010-2015,1
그릴,Noun,2016-2020,3
그림,Noun,2003-2009,5
그림,Noun,2010-2015,22
그림,Noun,2016-2020,22
그림자,Noun,2003-2009,7
그림자,Noun,2010-2015,20
그림자,Noun,2016-2020,27
그립게,Verb,2016-2020,1
그립니,Verb,2003-2009,1
그립다,Verb,2003-2009,1
그립다,Verb,2010-2015,1
그립다는,Verb,2016-2020,1
그립습니다,Verb,2010-2015,1
그립지,Verb,2016-2020,1
그만,Adverb,2003-2009,16
그만,Adverb,2010-2015,43
그만,Adverb,2016-2020,37
그만,Modifier,2003-2009,1
그만두라고,Verb,2016-2020,1
그만둘래,Verb,2003-2009,1
그만둬,Verb,2010-2015,8
그만큼,Adverb,2010-2015,4
그만큼,Adverb,2016-2020,3
그만하고,Adjective,2003-2009,1
그만하고,Adjective,2016-2020,2
그만하면,Adjective,2016-2020,1
그만하자는,Adjective,2010-2015,1
그만할게,Adjective,2016-2020,1
그만할래,Adjective,2003-2009,3
그만할래,Adjective,2010-2015,2
그만해,Adjective,2003-2009,7
그만해,Adjective,2010-2015,7
그만해,Adjective,2016-2020,7
그물,Noun,2003-2009,1
그물,Noun,2010-2015,1
그므시라꼬,Noun,2010-2015,1
그을려,Adjective,2016-2020,1
그을려도,Adjective,2016-2020,1
그을린,Adjective,2016-2020,1
그저,Adverb,2003-2009,48
그저,Adverb,2010-2015,55
그저,Adverb,2016-2020,60
그제야,Adverb,2010-2015,2
그쳐,Verb,2010-2015,4
그쳐가네,Verb,2016-2020,1
그쳐도,Verb,2010-2015,1
그치,Verb,2010-2015,5
그치,Verb,2016-2020,2
그치만,Verb,2010-2015,1
그치만,Verb,2016-2020,4
그친,Verb,2003-2009,1
그친,Verb,2010-2015,1
그친,Verb,2016-2020,1
그칠,Verb,2010-2015,1
그칠,Verb,2016-2020,2
그캄,Noun,2010-2015,1
그토록,Adverb,2003-2009,3
그토록,Adverb,2010-2015,10
그토록,Adverb,2016-2020,6
극,Modifier,2010-2015,1
극,Modifier,2016-2020,2
극장,Noun,2010-2015,1
극적,Noun,2010-2015,2
근,Modifier,2003-2009,2
근,Modifier,2010-2015,8
근,Modifier,2016-2020,3
근거,Noun,2010-2015,1
근대,Noun,2003-2009,2
근대,Noun,2010-2015,5
근대,Noun,2016-2020,14
근데,Adverb,2003-2009,11
근데,Adverb,2010-2015,59
근데,Adverb,2016-2020,41
근본,Noun,2010-2015,1
근사한,Adjective,2016-2020,1
근심,Noun,2010-2015,8
글,Noun,2010-2015,6
글,Noun,2016-2020,3
글래머,Noun,2010-2015,1
글레이,Noun,2016-2020,1
글쎄,Noun,2010-2015,1
글쎄,Noun,2016-2020,11
글씨,Noun,2010-2015,2
글씨,Noun,2016-2020,3
글자,Noun,2003-2009,4
글자,Noun,2010-2015,8
글자,Noun,2016-2020,9
긁는,Verb,2010-2015,1
긁어대,Verb,2010-2015,1
금,Noun,2010-2015,5
금,Noun,2016-2020,1
금고,Noun,2016-2020,1
금귤,Noun,2010-2015,1
금금,Noun,2016-2020,2
금기,Noun,2010-2015,1
금마,Noun,2010-2015,1
금물,Noun,2003-2009,1
금물,Noun,2010-2015,1
금방,Noun,2010-2015,5
금방,Noun,2016-2020,7
금빛,Noun,2010-2015,3
금빛,Noun,2016-2020,3
금새,Modifier,2003-2009,1
금새,Modifier,2010-2015,1
금새,Noun,2003-2009,1
금성,Noun,2010-2015,1
금세,Noun,2010-2015,1
금수,Noun,2010-2015,3
금수,Noun,2016-2020,1
금요일,Noun,2010-2015,1
금요일,Noun,2016-2020,1
금은,Noun,2003-2009,1
금은,Noun,2016-2020,2
금일,Noun,2003-2009,2
금쪽,Noun,2016-2020,1
금토,Noun,2010-2015,2
금토일,Noun,2016-2020,1
급,Noun,2010-2015,4
급하단,Adjective,2010-2015,1
급하지,Adjective,2003-2009,1
급한,Adjective,2016-2020,1
급해,Adjective,2010-2015,2
급해,Adjective,2016-2020,1
급해져,Adjective,2010-2015,1
급해지지,Adjective,2016-2020,1
급했는지도,Adjective,2003-2009,1
급행,Noun,2010-2015,2
급히,Adjective,2016-2020,5
긋,Verb,2010-2015,1
긋한,Verb,2003-2009,1
긋한,Verb,2010-2015,3
긋한,Verb,2016-2020,1
긍정,Noun,2010-2015,2
긍정,Noun,2016-2020,1
기,Modifier,2003-2009,3
기,Modifier,2010-2015,7
기,Modifier,2016-2020,13
기,Noun,2003-2009,6
기,Noun,2010-2015,10
기,Noun,2016-2020,14
기간,Noun,2016-2020,1
기계,Noun,2010-2015,1
기계,Noun,2016-2020,1
기계로,Noun,2010-2015,1
기기,Noun,2010-2015,1
기꺼이,Adverb,2010-2015,1
기꺼이,Adverb,2016-2020,3
기껏,Noun,2010-2015,2
기나긴,Verb,2003-2009,7
기나긴,Verb,2010-2015,7
기나긴,Verb,2016-2020,5
기념일,Noun,2003-2009,2
기념일,Noun,2010-2015,2
기는,Verb,2003-2009,4
기는,Verb,2010-2015,1
기는,Verb,2016-2020,2
기다려,Verb,2003-2009,27
기다려,Verb,2010-2015,36
기다려,Verb,2016-2020,32
기다려도,Verb,2016-2020,1
기다려야,Verb,2016-2020,2
기다려요,Verb,2010-2015,1
기다려요,Verb,2016-2020,6
기다려줄,Verb,2003-2009,2
기다려줄,Verb,2010-2015,1
기다려줄게,Verb,2003-2009,4
기다려줄게,Verb,2016-2020,1
기다려줘,Verb,2010-2015,2
기다려줘,Verb,2016-2020,4
기다려줘서,Verb,2016-2020,1
기다려줘요,Verb,2003-2009,1
기다려지지,Verb,2016-2020,1
기다렸는데,Verb,2003-2009,1
기다렸니,Verb,2016-2020,1
기다렸다고,Verb,2016-2020,1
기다렸단,Verb,2003-2009,1
기다렸단,Verb,2010-2015,2
기다렸던,Verb,2010-2015,8
기다렸던,Verb,2016-2020,5
기다렸어,Verb,2003-2009,3
기다렸어,Verb,2010-2015,2
기다렸어,Verb,2016-2020,1
기다렸을,Verb,2003-2009,1
기다렸죠,Verb,2016-2020,1
기다렸지,Verb,2016-2020,1
기다렸지만,Verb,2010-2015,1
기다리,Verb,2016-2020,1
기다리게,Verb,2010-2015,1
기다리게,Verb,2016-2020,2
기다리겟어,Verb,2003-2009,1
기다리겠어,Verb,2003-2009,5
기다리고,Verb,2003-2009,9
기다리고,Verb,2010-2015,17
기다리고,Verb,2016-2020,9
기다리고만,Verb,2003-2009,1
기다리고있어,Verb,2003-2009,1
기다리기만,Verb,2003-2009,1
기다리기만,Verb,2010-2015,2
기다리나요,Verb,2003-2009,1
기다리네,Verb,2003-2009,1
기다리는,Verb,2003-2009,6
기다리는,Verb,2010-2015,6
기다리는,Verb,2016-2020,5
기다리는데,Verb,2003-2009,5
기다리는데,Verb,2010-2015,1
기다리다,Verb,2003-2009,2
기다리다,Verb,2010-2015,1
기다리다,Verb,2016-2020,4
기다리다가,Verb,2003-2009,1
기다리다가,Verb,2010-2015,1
기다리다간,Verb,2003-2009,1
기다리던,Verb,2003-2009,2
기다리던,Verb,2010-2015,11
기다리던,Verb,2016-2020,1
기다리며,Verb,2003-2009,1
기다리며,Verb,2010-2015,1
기다리며,Verb,2016-2020,2
기다리면,Verb,2003-2009,2
기다리면,Verb,2016-2020,2
기다리면서,Verb,2003-2009,1
기다리잖니,Verb,2016-2020,3
기다리잖아,Verb,2016-2020,2
기다리죠,Verb,2003-2009,2
기다리지는,Verb,2016-2020,1
기다리지마,Verb,2003-2009,2
기다린,Verb,2003-2009,5
기다린,Verb,2010-2015,5
기다린,Verb,2016-2020,20
기다린다,Verb,2003-2009,2
기다린다,Verb,2010-2015,1
기다린다고,Verb,2003-2009,1
기다린단,Verb,2010-2015,1
기다린지,Verb,2003-2009,2
기다릴,Verb,2003-2009,5
기다릴,Verb,2010-2015,3
기다릴,Verb,2016-2020,9
기다릴게,Verb,2003-2009,3
기다릴게,Verb,2010-2015,4
기다릴게,Verb,2016-2020,10
기다릴까,Verb,2016-2020,3
기다릴래,Verb,2010-2015,1
기다릴래,Verb,2016-2020,2
기다릴테니,Verb,2003-2009,1
기다릴텐데,Verb,2003-2009,1
기다림,Noun,2003-2009,10
기다림,Noun,2010-2015,8
기다림,Noun,2016-2020,6
기대,Noun,2003-2009,16
기대,Noun,2010-2015,22
기대,Noun,2016-2020,46
기대고,Verb,2010-2015,2
기대고,Verb,2016-2020,2
기대도,Verb,2003-2009,4
기대도,Verb,2010-2015,3
기대도,Verb,2016-2020,5
기대면,Verb,2003-2009,4
기대어,Verb,2003-2009,4
기대어,Verb,2010-2015,3
기대어,Verb,2016-2020,4
기대있던,Verb,2016-2020,3
기대줘,Verb,2003-2009,1
기대하고,Adjective,2010-2015,1
기대하고,Adjective,2016-2020,2
기대하는,Adjective,2016-2020,1
기대하던,Adjective,2010-2015,1
기대하며,Adjective,2003-2009,1
기대하지,Adjective,2010-2015,2
기대할게,Adjective,2003-2009,1
기대해,Adjective,2010-2015,1
기대해도,Adjective,2010-2015,3
기대해도,Adjective,2016-2020,4
기대했나,Adjective,2016-2020,1
기대했는지도,Adjective,2010-2015,1
기대했던,Adjective,2010-2015,1
기대했었던,Adjective,2016-2020,1
기댄,Verb,2003-2009,1
기댄,Verb,2010-2015,1
기댄,Verb,2016-2020,4
기댈,Verb,2003-2009,5
기댈,Verb,2010-2015,2
기댈,Verb,2016-2020,3
기도,Noun,2003-2009,27
기도,Noun,2010-2015,18
기도,Noun,2016-2020,13
기두,Noun,2003-2009,2
기록,Noun,2010-2015,1
기록,Noun,2016-2020,2
기류,Noun,2010-2015,1
기류,Noun,2016-2020,2
기를,Verb,2003-2009,4
기를,Verb,2010-2015,5
기를,Verb,2016-2020,8
기름,Noun,2010-2015,3
기름,Noun,2016-2020,2
기립,Noun,2016-2020,1
기립박수,Noun,2010-2015,1
기막힌,Adjective,2003-2009,1
기막힌,Adjective,2010-2015,3
기만,Noun,2003-2009,5
기만,Noun,2010-2015,1
기묘한,Adjective,2016-2020,1
기묘했던,Adjective,2016-2020,1
기범,Noun,2003-2009,4
기보,Noun,2003-2009,1
기본,Noun,2016-2020,1
기분,Noun,2003-2009,20
기분,Noun,2010-2015,55
기분,Noun,2016-2020,119
기뻐,Adjective,2010-2015,2
기뻐서,Adjective,2010-2015,2
기뻐잉,Noun,2010-2015,1
기뻐하노라,Adjective,2003-2009,2
기뻐하던,Adjective,2003-2009,1
기뻤어,Adjective,2016-2020,1
기쁘게,Adjective,2003-2009,2
기쁘게,Adjective,2016-2020,2
기쁘겠죠,Adjective,2003-2009,1
기쁘네,Adjective,2010-2015,1
기쁜,Adjective,2003-2009,3
기쁜,Adjective,2010-2015,3
기쁜,Adjective,2016-2020,3
기쁠,Adjective,2003-2009,1
기쁠,Adjective,2010-2015,2
기쁠,Adjective,2016-2020,1
기쁠텐데,Adjective,2010-2015,1
기쁨,Noun,2003-2009,10
기쁨,Noun,2010-2015,9
기쁨,Noun,2016-2020,13
기사,Noun,2010-2015,2
기선,Noun,2010-2015,4
기술,Noun,2010-2015,1
기약,Noun,2003-2009,4
기약,Noun,2010-2015,2
기약,Noun,2016-2020,3
기어,Noun,2010-2015,3
기어,Noun,2016-2020,3
기어가는,Verb,2016-2020,1
기어이,Noun,2016-2020,1
기억,Noun,2003-2009,88
기억,Noun,2010-2015,107
기억,Noun,2016-2020,160
기억나,Verb,2010-2015,1
기억나,Verb,2016-2020,4
기억나는,Verb,2016-2020,1
기억나니,Verb,2016-2020,1
기염,Noun,2010-2015,1
기운,Noun,2016-2020,3
기울면,Verb,2016-2020,2
기울어,Verb,2016-2020,2
기울어가,Verb,2010-2015,1
기울여,Verb,2010-2015,2
기울여,Verb,2016-2020,8
기울여주는,Verb,2010-2015,1
기울여줘,Verb,2016-2020,1
기울이다,Verb,2003-2009,1
기울이다,Verb,2016-2020,1
기자,Noun,2010-2015,1
기적,Noun,2003-2009,8
기적,Noun,2010-2015,27
기적,Noun,2016-2020,22
기적처럼,Noun,2010-2015,2
기적처럼,Noun,2016-2020,4
기절,Noun,2010-2015,1
기준,Noun,2003-2009,4
기준,Noun,2010-2015,4
기준,Noun,2016-2020,2
기지,Noun,2010-2015,1
기지개,Noun,2010-2015,3
기차,Noun,2010-2015,1
기차,Noun,2016-2020,1
기척,Noun,2010-2015,1
기척,Noun,2016-2020,1
기침,Noun,2010-2015,2
기타,Noun,2010-2015,1
기특,Noun,2010-2015,3
기해,Noun,2016-2020,1
기회,Noun,2003-2009,7
기회,Noun,2010-2015,16
기회,Noun,2016-2020,16
기횐,Noun,2003-2009,1
기횐,Noun,2016-2020,1
기횔,Noun,2003-2009,3
기횔,Noun,2016-2020,2
긴,Verb,2003-2009,8
긴,Verb,2010-2015,50
긴,Verb,2016-2020,37
긴가,Verb,2010-2015,1
긴가요,Verb,2016-2020,1
긴긴,Modifier,2003-2009,2
긴긴,Modifier,2016-2020,5
긴데,Verb,2010-2015,1
긴말,Verb,2003-2009,1
긴머리,Noun,2003-2009,2
긴장,Noun,2003-2009,2
긴장,Noun,2010-2015,12
긴장,Noun,2016-2020,11
긴장감,Noun,2010-2015,3
긴장감,Noun,2016-2020,5
긴지,Noun,2010-2015,1
길,Noun,2003-2009,71
길,Noun,2010-2015,103
길,Noun,2016-2020,156
길가,Noun,2010-2015,1
길거리,Noun,2003-2009,2
길거리,Noun,2010-2015,1
길게,Adjective,2010-2015,1
길게만,Verb,2016-2020,1
길겠지,Adjective,2010-2015,1
길고,Adjective,2003-2009,1
길고,Adjective,2010-2015,3
길고,Adjective,2016-2020,3
길고도,Verb,2003-2009,1
길고도,Verb,2010-2015,1
길까,Verb,2010-2015,1
길던,Adjective,2010-2015,1
길도,Adjective,2003-2009,2
길도,Adjective,2016-2020,3
길들여,Verb,2016-2020,1
길들여가길,Verb,2003-2009,1
길들여져,Verb,2010-2015,5
길들여졌어,Verb,2010-2015,1
길들여줘,Verb,2016-2020,1
길들여진,Verb,2010-2015,3
길들여진,Verb,2016-2020,1
길들일,Verb,2010-2015,1
길들일래,Verb,2010-2015,4
길래,Eomi,2016-2020,1
길마,Noun,2016-2020,1
길면,Adjective,2010-2015,1
길목,Noun,2010-2015,1
길어,Adjective,2003-2009,4
길어,Adjective,2010-2015,1
길어,Adjective,2016-2020,4
길어서,Verb,2003-2009,1
길어져,Verb,2016-2020,2
길어지고,Verb,2016-2020,1
길어지는,Verb,2016-2020,1
길어지는데,Verb,2016-2020,1
길어지더라도,Verb,2016-2020,1
길어진,Verb,2016-2020,3
길었던,Adjective,2003-2009,3
길었던,Adjective,2010-2015,2
길었던,Adjective,2016-2020,6
길었지,Adjective,2010-2015,1
길은,Adjective,2003-2009,6
길은,Adjective,2010-2015,18
길은,Adjective,2016-2020,9
길이,Noun,2003-2009,5
길이,Noun,2010-2015,22
길이,Noun,2016-2020,30
길지,Adjective,2010-2015,2
길치,Verb,2010-2015,1
김,Noun,2010-2015,2
김,Noun,2016-2020,1
김남준,Noun,2010-2015,1
김남준,Noun,2016-2020,1
김수한,Noun,2016-2020,1
김장,Noun,2010-2015,1
김정은,Noun,2010-2015,1
깃,Noun,2003-2009,4
깃,Noun,2010-2015,5
깃,Noun,2016-2020,2
깃발,Noun,2003-2009,1
깃발,Noun,2010-2015,3
깃털,Noun,2010-2015,1
깃털,Noun,2016-2020,4
깊게,Adjective,2010-2015,8
깊게,Adjective,2016-2020,14
깊고,Adjective,2010-2015,4
깊고,Adjective,2016-2020,4
깊숙이,Adverb,2003-2009,2
깊숙이,Adverb,2010-2015,5
깊숙이,Adverb,2016-2020,10
깊숙하게,Adjective,2003-2009,1
깊숙한,Adjective,2010-2015,1
깊숙히,Adjective,2016-2020,2
깊어,Adjective,2003-2009,1
깊어,Adjective,2010-2015,2
깊어,Adjective,2016-2020,2
깊어가,Adjective,2016-2020,1
