형태소,품사,작사가,카운트
빅히트,Noun,PDOGG,1
빅힛,Noun,PDOGG,1
빈,Noun,KENZIE,2
빈,Noun,PDOGG,5
빈,Noun,TEDDY,2
빈,Noun,조윤경,1
빈자리,Noun,PDOGG,1
빈자리,Noun,TEDDY,1
빈자리,Noun,조윤경,1
빈칸,Noun,PDOGG,1
빈틈,Noun,조윤경,1
빌,Verb,PDOGG,2
빌딩,Noun,KENZIE,1
빌딩,Noun,PDOGG,1
빌딩,Noun,TEDDY,3
빌려,Verb,PDOGG,1
빌어,Noun,PDOGG,4
빌어먹을,Noun,PDOGG,2
빌어줄게,Verb,TEDDY,3
빗,Noun,조윤경,4
빗고,Verb,KENZIE,1
빗방울,Noun,조윤경,1
빗속,Noun,KENZIE,3
빗속,Noun,조윤경,1
빙,Noun,PDOGG,1
빙,Noun,TEDDY,1
빙글빙글,Adverb,KENZIE,2
빙글빙글,Adverb,TEDDY,7
빙글빙글,Adverb,조윤경,1
빙빙,Noun,PDOGG,2
빙빙,Noun,TEDDY,1
빙산,Noun,PDOGG,1
빚,Noun,PDOGG,7
빚,Noun,TEDDY,1
빛,Noun,KENZIE,22
빛,Noun,PDOGG,25
빛,Noun,TEDDY,4
빛,Noun,조윤경,31
빛과,Noun,PDOGG,1
빛깔,Noun,KENZIE,1
빛나,Verb,PDOGG,1
빛나게,Verb,KENZIE,1
빛나게,Verb,조윤경,1
빛나고,Verb,KENZIE,1
빛나는,Verb,KENZIE,2
빛나는,Verb,TEDDY,3
빛나는,Verb,조윤경,10
빛나니까,Verb,PDOGG,2
빛나다,Verb,조윤경,1
빛나던,Verb,KENZIE,2
빛나지,Verb,KENZIE,1
빛나지,Verb,조윤경,3
빛난,Verb,KENZIE,3
빛난,Verb,조윤경,2
빛날,Verb,PDOGG,3
빛날거란다,Verb,PDOGG,1
빛났다,Verb,KENZIE,3
빛났어,Verb,KENZIE,1
빛났지,Verb,조윤경,1
빛바,Noun,PDOGG,1
빛바랜,Noun,조윤경,1
빠는,Verb,TEDDY,1
빠르게,Adjective,PDOGG,1
빠르게,Adjective,TEDDY,2
빠르니,Adjective,KENZIE,2
빠르디,Adjective,TEDDY,1
빠른,Adjective,PDOGG,4
빠른,Adjective,TEDDY,2
빠른,Adjective,조윤경,1
빠름,Adjective,PDOGG,3
빠름,Adjective,TEDDY,1
빠삐용,Noun,TEDDY,1
빠져,Verb,KENZIE,15
빠져,Verb,PDOGG,20
빠져,Verb,TEDDY,4
빠져,Verb,조윤경,3
빠져가,Verb,조윤경,1
빠져나가,Verb,조윤경,2
빠져드는,Verb,PDOGG,1
빠져든,Verb,조윤경,1
빠져들게,Verb,조윤경,1
빠져들고,Verb,KENZIE,1
빠져들어,Verb,KENZIE,1
빠져들어,Verb,조윤경,1
빠져들어가,Verb,조윤경,2
빠져들었고,Verb,KENZIE,1
빠져들었고,Verb,조윤경,1
빠져있던,Verb,KENZIE,1
빠져있어,Verb,PDOGG,2
빠졌던,Verb,조윤경,1
빠졌어,Verb,KENZIE,1
빠졌어,Verb,조윤경,1
빠지면,Verb,KENZIE,1
빠지자,Verb,KENZIE,1
빠진,Verb,KENZIE,6
빠진,Verb,PDOGG,1
빠진,Verb,TEDDY,2
빠질,Verb,PDOGG,1
빠짐,Verb,PDOGG,2
빡,Noun,PDOGG,3
빡빡,Noun,PDOGG,1
빤,Verb,PDOGG,1
빤,Verb,조윤경,1
빨,Noun,KENZIE,4
빨,Noun,TEDDY,5
빨,Noun,조윤경,1
빨간,Adjective,KENZIE,7
빨간,Adjective,PDOGG,5
빨간,Adjective,TEDDY,2
빨간,Adjective,조윤경,12
빨개진,Adjective,KENZIE,3
빨개진,Adjective,조윤경,4
빨라,Adjective,TEDDY,1
빨라지는,Adjective,조윤경,5
빨랐던,Adjective,TEDDY,1
빨래,Noun,PDOGG,1
빨러,Verb,PDOGG,1
빨러,Verb,TEDDY,1
빨려,Verb,KENZIE,1
빨려,Verb,PDOGG,1
빨리,Adverb,KENZIE,6
빨리,Adverb,PDOGG,13
빨리,Adverb,TEDDY,8
빨주노초파남보,Noun,PDOGG,1
빵,Noun,PDOGG,1
빵,Noun,TEDDY,18
빵빵,Noun,PDOGG,2
빼,Noun,TEDDY,1
빼곡,Noun,PDOGG,1
빼곤,Verb,PDOGG,3
빼낼,Noun,조윤경,1
빼놓는,Verb,TEDDY,1
빼면,Verb,PDOGG,1
빼지,Verb,TEDDY,1
뺏,Verb,KENZIE,1
뺏,Verb,조윤경,1
뺏긴,Verb,조윤경,1
뺏길까,Verb,조윤경,1
뺏는건,Verb,TEDDY,1
뺏지,Verb,TEDDY,1
뻑,Noun,PDOGG,1
뻑뻑,Noun,PDOGG,1
뻔,Noun,KENZIE,1
뻔,Noun,PDOGG,1
뻔,Noun,TEDDY,3
뻔하디,Adjective,TEDDY,1
뻔한,Adjective,KENZIE,2
뻔한,Adjective,PDOGG,2
뻔한,Adjective,TEDDY,3
뻔한,Adjective,조윤경,2
뻔해,Adjective,KENZIE,1
뻔해,Adjective,TEDDY,3
뻔해,Adjective,조윤경,1
뻔히,Adjective,TEDDY,1
뻔히,Adjective,조윤경,1
뻗고,Verb,PDOGG,3
뻗어,Verb,PDOGG,2
뻗어,Verb,TEDDY,1
뻗어,Verb,조윤경,1
뻗어도,Verb,조윤경,1
뻗지만,Verb,TEDDY,1
뻣뻣한,Adjective,TEDDY,1
뻥,Noun,PDOGG,2
뼈,Noun,PDOGG,1
뼈,Noun,TEDDY,2
뼛속,Noun,TEDDY,2
뽀빠이,Noun,TEDDY,1
뽀뽀,Noun,PDOGG,1
뽀뽀,Noun,TEDDY,1
뿌려와,Verb,KENZIE,1
뿌리,Noun,KENZIE,1
뿌리,Noun,PDOGG,1
뿌리,Noun,조윤경,1
뿌리겠지,Verb,PDOGG,1
뿌릴게,Verb,KENZIE,1
뿐,Noun,KENZIE,22
뿐,Noun,PDOGG,14
뿐,Noun,TEDDY,5
뿐,Noun,조윤경,12
뿐,Suffix,KENZIE,17
뿐,Suffix,PDOGG,11
뿐,Suffix,TEDDY,11
뿐,Suffix,조윤경,2
뿐이다만,Adjective,PDOGG,1
뿐이었단,Adjective,KENZIE,2
뿐이었던,Adjective,PDOGG,1
뿐이죠,Adjective,KENZIE,1
뿐인,Adjective,KENZIE,3
뿐인,Adjective,PDOGG,1
뿐인,Adjective,조윤경,2
뿐일,Adjective,KENZIE,1
삐,Noun,PDOGG,3
삐,Noun,TEDDY,1
삐끗,Noun,TEDDY,1
삐뚤어진,Verb,TEDDY,1
삐치,Noun,PDOGG,1
삘삘,Noun,PDOGG,1
사,Modifier,TEDDY,1
사,Noun,PDOGG,2
사,Noun,TEDDY,2
사,Noun,조윤경,20
사각,Noun,조윤경,1
사거리,Noun,TEDDY,1
사건,Noun,KENZIE,1
사건,Noun,PDOGG,1
사계절,Noun,TEDDY,1
사고,Noun,PDOGG,1
사고치겠어,Verb,TEDDY,1
사과,Noun,KENZIE,1
사과,Noun,PDOGG,2
사과,Noun,조윤경,3
사귀게,Verb,PDOGG,1
사귈,Verb,PDOGG,1
사기,Noun,PDOGG,1
사기꾼,Noun,PDOGG,1
사나이,Noun,PDOGG,1
사냐,Verb,PDOGG,1
사는,Verb,KENZIE,5
사는,Verb,PDOGG,5
사는,Verb,조윤경,2
사라,Noun,KENZIE,3
사라져,Verb,KENZIE,3
사라져,Verb,TEDDY,3
사라져,Verb,조윤경,1
사라졌어,Verb,KENZIE,1
사라지고,Verb,조윤경,1
사라지기,Verb,조윤경,1
사라지니,Verb,KENZIE,3
사라지려,Verb,PDOGG,1
사라진,Verb,TEDDY,2
사라진다,Verb,KENZIE,1
사라질,Verb,TEDDY,4
사람,Noun,KENZIE,49
사람,Noun,PDOGG,41
사람,Noun,TEDDY,25
사람,Noun,조윤경,20
사람과,Noun,TEDDY,1
사람인,Noun,KENZIE,3
사랑,Noun,KENZIE,97
사랑,Noun,PDOGG,59
사랑,Noun,TEDDY,114
사랑,Noun,조윤경,29
사랑스러운,Adjective,조윤경,1
사랑스러워,Adjective,KENZIE,1
사랑스런,Adjective,조윤경,2
사로잡고,Verb,조윤경,1
사로잡는,Verb,조윤경,1
사로잡아,Verb,조윤경,3
사로잡았어,Verb,KENZIE,1
사로잡았어,Verb,TEDDY,1
사로잡을,Verb,조윤경,7
사로잡혀,Verb,KENZIE,3
사로잡혀,Verb,조윤경,1
사르르,Noun,KENZIE,1
사르륵,Adverb,조윤경,10
사막,Noun,KENZIE,3
사막,Noun,PDOGG,1
사무치게,Verb,PDOGG,1
사방,Noun,PDOGG,4
사방,Noun,TEDDY,2
사방,Noun,조윤경,1
사뿐히,Adjective,조윤경,1
사셔,Verb,PDOGG,1
사소하지,Adjective,PDOGG,1
사소한,Adjective,PDOGG,2
사소한,Adjective,TEDDY,2
사소한,Adjective,조윤경,1
사슴,Noun,TEDDY,1
사실,Noun,KENZIE,3
사실,Noun,PDOGG,12
사실,Noun,TEDDY,6
사실,Noun,조윤경,2
사연,Noun,TEDDY,1
사용,Noun,PDOGG,1
사워,Verb,KENZIE,1
사윈,Verb,PDOGG,1
사이,Noun,KENZIE,5
사이,Noun,PDOGG,9
사이,Noun,TEDDY,1
사이,Noun,조윤경,14
사인,Noun,PDOGG,1
사일,Noun,PDOGG,1
사장,Noun,PDOGG,1
사정없이,Adverb,TEDDY,1
사줄,Verb,PDOGG,1
사진,Noun,KENZIE,2
사진,Noun,PDOGG,4
사진,Noun,TEDDY,2
사체,Noun,TEDDY,1
사체,Noun,조윤경,2
사춘기,Noun,TEDDY,1
사치,Noun,KENZIE,1
사치,Noun,PDOGG,3
사탕,Noun,조윤경,1
사투리,Noun,PDOGG,4
사필귀정,Noun,PDOGG,1
사회,Noun,PDOGG,1
산,Noun,KENZIE,1
산,Noun,PDOGG,4
산산이,Noun,PDOGG,1
산소,Noun,PDOGG,1
산토끼,Noun,TEDDY,1
살,Noun,KENZIE,12
살,Noun,PDOGG,15
살,Noun,TEDDY,5
살,Noun,조윤경,3
살가워,Verb,PDOGG,1
살건,Verb,PDOGG,3
살겠죠,Verb,TEDDY,3
살결,Noun,KENZIE,1
살금살금,Noun,KENZIE,1
살까,Verb,PDOGG,1
살던,Verb,PDOGG,1
살라,Noun,PDOGG,1
살랑,Noun,KENZIE,1
살랑살랑,Adverb,KENZIE,1
살랑살랑,Adverb,TEDDY,4
살랑살랑,Adverb,조윤경,1
살려줘,Verb,TEDDY,1
살려줘요,Verb,TEDDY,1
살며,Verb,PDOGG,1
살며시,Adverb,PDOGG,2
살며시,Adverb,TEDDY,1
살수,Noun,KENZIE,2
살아가,Verb,조윤경,1
살아가는,Verb,KENZIE,2
살아가는,Verb,PDOGG,1
살아가줘요,Verb,KENZIE,2
살아가지고,Verb,PDOGG,1
살아갈,Verb,조윤경,1
살아나는,Verb,조윤경,1
살아도,Verb,PDOGG,4
살아있네,Verb,KENZIE,2
살아있는,Verb,KENZIE,2
살아있는,Verb,TEDDY,2
살아있다는,Verb,PDOGG,1
살아있어,Verb,TEDDY,4
살아줘,Verb,TEDDY,6
살았어,Verb,PDOGG,1
살았어,Verb,조윤경,1
살어,Verb,PDOGG,6
살이,Noun,PDOGG,2
살지마,Verb,PDOGG,2
살짝,Noun,KENZIE,2
살짝,Noun,PDOGG,1
살짝,Noun,TEDDY,1
살짝,Noun,조윤경,10
살쪄,Adjective,TEDDY,1
살쪄도,Adjective,TEDDY,1
살찌네,Adjective,TEDDY,1
살포시,Noun,PDOGG,1
살피,Noun,TEDDY,1
삶,Noun,KENZIE,10
삶,Noun,PDOGG,18
삶,Noun,TEDDY,2
삶,Noun,조윤경,1
삶은,Verb,PDOGG,3
삼시,Noun,PDOGG,1
삼아서,Verb,조윤경,1
삼으라고,Verb,PDOGG,1
삼켜,Verb,KENZIE,3
삼켜,Verb,PDOGG,5
삼켜,Verb,TEDDY,1
삼켜야,Verb,PDOGG,1
삼키던,Verb,조윤경,1
삼키려,Verb,PDOGG,1
삼키며,Verb,PDOGG,1
삼킨,Verb,KENZIE,1
삼킨다,Verb,PDOGG,3
삼킬,Verb,PDOGG,1
삼킬,Verb,TEDDY,1
샀노,Verb,PDOGG,1
상,Noun,PDOGG,2
상,Suffix,PDOGG,2
상관,Noun,TEDDY,4
상관없어,Adjective,KENZIE,3
상관없어,Adjective,PDOGG,2
상남자,Noun,PDOGG,3
상대,Noun,PDOGG,1
상도,Noun,PDOGG,4
상사,Noun,PDOGG,1
상상,Noun,KENZIE,11
상상,Noun,PDOGG,7
상상,Noun,TEDDY,1
상상,Noun,조윤경,6
상상력,Noun,조윤경,1
상식,Noun,조윤경,2
상실,Noun,PDOGG,1
상업,Noun,PDOGG,1
상자,Noun,조윤경,1
상처,Noun,PDOGG,16
상처,Noun,TEDDY,14
상처,Noun,조윤경,10
상큼,Noun,TEDDY,4
상태,Noun,PDOGG,2
상해,Noun,TEDDY,1
상황,Noun,KENZIE,1
상황,Noun,PDOGG,1
상황,Noun,TEDDY,1
새,Modifier,KENZIE,5
새,Modifier,TEDDY,3
새,Modifier,조윤경,3
새,Noun,KENZIE,4
새,Noun,PDOGG,25
새,Noun,TEDDY,1
새,Noun,조윤경,20
새것만,Verb,KENZIE,1
새겨,Verb,조윤경,1
새겨진,Verb,TEDDY,1
새긴,Verb,PDOGG,1
새까만,Adjective,조윤경,1
새꺄,Noun,PDOGG,2
새끼,Noun,PDOGG,4
새끼,Noun,TEDDY,1
새끼손가락,Noun,PDOGG,3
새도,Verb,조윤경,1
새로,Adjective,조윤경,2
새로운,Adjective,KENZIE,6
새로운,Adjective,PDOGG,4
새로운,Adjective,TEDDY,2
새로워,Adjective,KENZIE,1
새로워요,Adjective,KENZIE,1
새로워질,Adjective,조윤경,1
새벽,Noun,KENZIE,7
새벽,Noun,PDOGG,4
새벽,Noun,TEDDY,2
새벽,Noun,조윤경,2
새싹,Noun,PDOGG,1
새우면,Verb,PDOGG,1
새우잠,Noun,PDOGG,1
새워,Verb,PDOGG,1
새워야,Verb,PDOGG,2
새침하게,Adjective,KENZIE,1
색,Noun,KENZIE,3
색깔,Noun,KENZIE,3
색깔,Noun,PDOGG,1
색깔,Noun,TEDDY,3
색다른,Adjective,TEDDY,1
색소폰,Noun,PDOGG,2
색안경,Noun,PDOGG,1
색채,Noun,PDOGG,1
샌,Verb,KENZIE,1
샌가,Verb,KENZIE,2
샌드백,Noun,PDOGG,1
샛별,Noun,KENZIE,1
샜어,Verb,TEDDY,1
생,Noun,PDOGG,6
생,Noun,조윤경,3
생각,Noun,KENZIE,32
생각,Noun,PDOGG,28
생각,Noun,TEDDY,25
생각,Noun,조윤경,12
생각나,Verb,KENZIE,1
생각나,Verb,PDOGG,2
생각나,Verb,TEDDY,2
생각나,Verb,조윤경,1
생각나니까,Verb,PDOGG,1
생각나며,Verb,PDOGG,1
생겨,Verb,PDOGG,2
생겼기에,Verb,PDOGG,1
생글생글,Noun,PDOGG,1
생기,Noun,PDOGG,1
생기,Noun,TEDDY,1
생기길,Verb,PDOGG,1
생긴,Verb,PDOGG,3
생길,Verb,KENZIE,1
생도,Noun,PDOGG,1
생머리,Noun,PDOGG,1
생애,Noun,조윤경,1
생일,Noun,KENZIE,1
생활,Noun,TEDDY,1
샤워,Noun,KENZIE,3
샤워,Noun,조윤경,3
샥,Noun,KENZIE,1
샴페인,Noun,KENZIE,3
샴페인,Noun,조윤경,2
샵,Noun,KENZIE,4
서,Josa,KENZIE,7
서,Josa,PDOGG,11
서,Josa,TEDDY,8
서,Josa,조윤경,9
서,Modifier,KENZIE,1
서,Modifier,PDOGG,2
서,Modifier,조윤경,1
서,Verb,KENZIE,1
서,Verb,PDOGG,5
서,Verb,TEDDY,1
서,Verb,조윤경,2
서고,Noun,KENZIE,1
서니,Verb,PDOGG,1
서도,Noun,KENZIE,1
서도,Noun,PDOGG,1
서도,Noun,조윤경,1
서두르게,Verb,KENZIE,1
서두르지마,Verb,KENZIE,3
서두르지마,Verb,TEDDY,2
서둘러야,Verb,TEDDY,2
서둘지,Verb,KENZIE,1
서든,Noun,TEDDY,1
서라,Verb,PDOGG,2
서라도,Verb,PDOGG,3
서러워,Adjective,TEDDY,1
서럽잖아,Verb,TEDDY,1
서로,Noun,KENZIE,20
서로,Noun,PDOGG,12
서로,Noun,TEDDY,6
서로,Noun,조윤경,8
서서히,Noun,조윤경,1
서성대는,Verb,PDOGG,1
서야,Verb,KENZIE,3
서야,Verb,PDOGG,1
서야,Verb,TEDDY,2
서울,Noun,PDOGG,12
서있을,Verb,KENZIE,1
서지,Noun,조윤경,1
서쪽,Noun,TEDDY,3
서투룬,Noun,조윤경,1
서툰,Adjective,PDOGG,2
서툰,Adjective,TEDDY,3
서툴게,Adjective,PDOGG,1
서툴게,Adjective,조윤경,1
서툴렀기에,Adjective,PDOGG,1
서툼,Noun,PDOGG,2
석,Modifier,PDOGG,1
석,Noun,PDOGG,2
석양,Noun,KENZIE,1
섞어,Verb,TEDDY,1
섞인,Verb,KENZIE,2
섞인,Verb,TEDDY,1
섞일,Verb,PDOGG,1
선,Noun,KENZIE,3
선,Noun,PDOGG,6
선,Noun,조윤경,11
선글라스,Noun,PDOGG,1
선명하고,Adjective,PDOGG,1
선명하니까,Adjective,KENZIE,1
선명한,Adjective,KENZIE,1
선명한,Adjective,조윤경,1
선명해지는,Adjective,조윤경,1
선명해진,Adjective,조윤경,1
선물,Noun,KENZIE,2
선물,Noun,PDOGG,8
선방,Noun,PDOGG,1
선배,Noun,PDOGG,4
선생,Noun,PDOGG,1
선생님,Noun,KENZIE,1
선생님,Noun,PDOGG,9
선수,Noun,TEDDY,1
선악과,Noun,PDOGG,1
선입견,Noun,PDOGG,1
선택,Noun,KENZIE,1
선택,Noun,PDOGG,3
선택,Noun,조윤경,3
설,Noun,KENZIE,2
설게,Verb,조윤경,3
설국열차,Noun,PDOGG,1
설기,Noun,TEDDY,1
설레,Adjective,KENZIE,1
설레,Adjective,PDOGG,8
설레,Adjective,TEDDY,1
설레,Adjective,조윤경,1
설레게,Adjective,KENZIE,1
설레게,Adjective,TEDDY,3
설레는지,Adjective,TEDDY,1
설레는지,Adjective,조윤경,1
설레임,Noun,PDOGG,1
설렌,Adjective,TEDDY,1
설렐,Adjective,KENZIE,1
설렐,Adjective,TEDDY,2
설렘,Adjective,KENZIE,1
설렘,Adjective,TEDDY,1
설렘,Adjective,조윤경,1
설렘을,Adjective,TEDDY,4
설렘이,Adjective,TEDDY,1
설렜지,Adjective,PDOGG,1
설령,Noun,PDOGG,1
설마,Noun,PDOGG,1
설명,Noun,KENZIE,3
섬,Noun,PDOGG,3
섬,Noun,조윤경,1
섬광,Noun,조윤경,1
섬기지,Verb,PDOGG,1
섭,Noun,KENZIE,1
섭,Noun,TEDDY,1
섭리,Noun,PDOGG,2
섭섭해하던,Adjective,PDOGG,1
섭외,Noun,PDOGG,1
섰지,Verb,PDOGG,1
성,Modifier,PDOGG,1
성,Noun,PDOGG,1
성가시고,Adjective,KENZIE,1
성격,Noun,KENZIE,1
성공,Noun,PDOGG,6
성공,Noun,TEDDY,1
성공하고,Adjective,TEDDY,1
성공하긴,Adjective,PDOGG,2
성공한,Adjective,PDOGG,2
성공할,Adjective,PDOGG,1
성공해야겠다고,Adjective,PDOGG,1
성과,Noun,PDOGG,1
성민,Noun,KENZIE,8
성배,Noun,PDOGG,1
성벽,Noun,조윤경,1
성별,Noun,조윤경,1
성심,Noun,PDOGG,1
성의,Noun,TEDDY,1
성인,Noun,TEDDY,1
성적,Noun,PDOGG,1
성적,Noun,조윤경,1
성질,Noun,TEDDY,1
성찬,Noun,PDOGG,1
성화,Noun,PDOGG,3
세,Modifier,PDOGG,2
세,Noun,PDOGG,1
세,Noun,조윤경,3
세게,Verb,PDOGG,2
세게,Verb,TEDDY,1
세게,Verb,조윤경,2
세계,Noun,KENZIE,3
세계,Noun,PDOGG,10
세계,Noun,조윤경,1
세곤,Verb,PDOGG,1
세기,Noun,PDOGG,11
세대,Noun,PDOGG,7
세면,Noun,조윤경,1
세상,Noun,KENZIE,39
세상,Noun,PDOGG,42
세상,Noun,TEDDY,47
세상,Noun,조윤경,29
세수,Noun,PDOGG,1
세어,Verb,KENZIE,1
세우고,Verb,PDOGG,1
세운,Noun,PDOGG,3
세워,Verb,PDOGG,1
세워,Verb,조윤경,1
세월,Noun,KENZIE,1
세자,Noun,KENZIE,1
세지,Noun,조윤경,1
섹시하게,Adjective,PDOGG,1
섹시한,Adjective,조윤경,3
센,Verb,PDOGG,1
센,Verb,TEDDY,5
센,Verb,조윤경,2
셀,Noun,TEDDY,5
셀,Noun,조윤경,2
셀럽,Noun,PDOGG,1
셈,Noun,KENZIE,1
셋,Noun,KENZIE,2
셋,Noun,PDOGG,25
셋,Noun,TEDDY,2
셋,Noun,조윤경,4
셔츠,Noun,KENZIE,1
션,Noun,KENZIE,1
셰인,Noun,PDOGG,1
소,Modifier,PDOGG,5
소,Modifier,조윤경,1
소,Noun,PDOGG,1
소개팅,Noun,TEDDY,1
소금,Noun,KENZIE,3
소금,Noun,PDOGG,1
소나기,Noun,KENZIE,3
소나기,Noun,조윤경,2
소녀,Noun,KENZIE,2
소녀,Noun,PDOGG,9
소녀,Noun,TEDDY,1
소녀,Noun,조윤경,2
소년,Noun,PDOGG,1
소년,Noun,조윤경,2
소년단,Noun,PDOGG,21
소름,Noun,KENZIE,3
소리,Noun,KENZIE,10
소리,Noun,PDOGG,22
소리,Noun,TEDDY,12
소리,Noun,조윤경,14
소리쳐,Verb,KENZIE,2
소리쳐,Verb,PDOGG,2
소리쳐,Verb,조윤경,2
소리쳐도,Verb,PDOGG,1
소리쳤던,Verb,KENZIE,2
소린,Noun,PDOGG,3
소린,Noun,조윤경,1
소릴,Noun,PDOGG,2
소릴,Noun,조윤경,2
소매,Noun,조윤경,2
소명,Noun,PDOGG,2
소문난,Verb,TEDDY,1
소박,Noun,PDOGG,1
소비,Noun,PDOGG,1
소설,Noun,PDOGG,2
소스,Noun,PDOGG,6
소식,Noun,PDOGG,1
소용,Noun,PDOGG,1
소용없다,Adjective,TEDDY,2
소용없어,Adjective,TEDDY,1
소용없을,Adjective,PDOGG,2
소원,Noun,PDOGG,5
소원,Noun,조윤경,4
소주,Noun,조윤경,3
소중한,Adjective,KENZIE,2
소중한,Adjective,조윤경,1
소중함,Adjective,KENZIE,1
소중함을,Adjective,조윤경,1
소중해,Adjective,KENZIE,3
소중해,Adjective,TEDDY,1
소통,Noun,PDOGG,2
소프라노,Noun,TEDDY,1
속,Modifier,PDOGG,1
속,Modifier,TEDDY,2
속,Modifier,조윤경,1
속,Noun,KENZIE,70
속,Noun,PDOGG,77
속,Noun,TEDDY,45
속,Noun,조윤경,67
속단,Noun,PDOGG,1
속도,Noun,PDOGG,1
속도,Noun,TEDDY,1
속돌,Noun,조윤경,1
속삭여줘,Verb,TEDDY,3
속삭이곤,Verb,TEDDY,1
속삭이는,Verb,KENZIE,1
속삭이는,Verb,조윤경,1
속삭이듯,Verb,PDOGG,1
속삭이듯,Verb,조윤경,1
속삭임,Noun,조윤경,1
속상해져,Adjective,KENZIE,1
속여,Verb,PDOGG,2
속이,Verb,PDOGG,2
속이,Verb,TEDDY,2
속이,Verb,조윤경,2
속이려,Verb,PDOGG,1
속이어도,Verb,PDOGG,1
속인,Noun,PDOGG,2
속인,Noun,조윤경,1
속임,Verb,조윤경,1
속출,Noun,TEDDY,1
속칭,Noun,PDOGG,1
손,Noun,KENZIE,23
손,Noun,PDOGG,90
손,Noun,TEDDY,18
손,Noun,조윤경,24
손가락,Noun,조윤경,1
손가락질,Noun,PDOGG,2
손가락질,Noun,TEDDY,1
손길,Noun,KENZIE,1
손길,Noun,PDOGG,3
손길,Noun,TEDDY,1
손끝,Noun,KENZIE,4
손끝,Noun,TEDDY,1
손끝,Noun,조윤경,4
손댈,Verb,KENZIE,1
손댈수록,Verb,KENZIE,1
손맛,Noun,KENZIE,2
손목,Noun,TEDDY,2
손발,Noun,PDOGG,7
손잡고,Verb,KENZIE,1
손잡고,Verb,PDOGG,1
손잡을,Verb,PDOGG,4
손짓,Noun,KENZIE,2
손짓,Noun,PDOGG,1
손짓,Noun,조윤경,30
손톱,Noun,PDOGG,1
솔로,Noun,TEDDY,1
솔직하게,Adjective,PDOGG,2
솔직하게,Adjective,TEDDY,1
솔직하다니,Adjective,KENZIE,1
솔직한,Adjective,KENZIE,2
솔직한,Adjective,TEDDY,1
솔직한,Adjective,조윤경,4
솔직한게,Adjective,TEDDY,1
솔직해,Adjective,PDOGG,2
솔직해져,Adjective,PDOGG,1
솔직해져요,Adjective,KENZIE,1
솔직해져요,Adjective,TEDDY,1
솔직해지길,Adjective,KENZIE,2
솔직해질,Adjective,KENZIE,6
솔직히,Adjective,KENZIE,11
솔직히,Adjective,PDOGG,5
솔직히,Adjective,TEDDY,1
솜사탕,Noun,KENZIE,2
송두리째,Noun,PDOGG,1
송이,Noun,KENZIE,3
송이,Noun,PDOGG,1
송이,Noun,TEDDY,1
쇼,Noun,조윤경,2
쇼크,Noun,TEDDY,1
숑숑,Noun,PDOGG,2
수,Modifier,PDOGG,2
수,Modifier,TEDDY,1
수,Noun,KENZIE,89
수,Noun,PDOGG,106
수,Noun,TEDDY,60
수,Noun,조윤경,41
수가,Noun,KENZIE,1
수가,Noun,PDOGG,16
수가,Noun,TEDDY,14
수가,Noun,조윤경,3
수고,Noun,PDOGG,3
수긍,Noun,PDOGG,3
수년,Noun,PDOGG,1
수능,Noun,PDOGG,4
수도,Noun,KENZIE,4
수도,Noun,PDOGG,5
수도,Noun,조윤경,6
수록,Noun,KENZIE,1
수록,Noun,PDOGG,1
수록,Noun,조윤경,2
수리,Noun,TEDDY,2
수리수리,Adverb,TEDDY,1
수만,Noun,KENZIE,1
수만,Noun,PDOGG,2
수많던,Adjective,PDOGG,1
수많은,Adjective,KENZIE,7
수많은,Adjective,PDOGG,11
수많은,Adjective,TEDDY,2
수많은,Adjective,조윤경,1
수면,Noun,PDOGG,2
수면,Noun,조윤경,3
수목,Noun,PDOGG,1
수목,Noun,TEDDY,2
수목,Noun,조윤경,1
수박,Noun,PDOGG,1
수배,Noun,PDOGG,1
수백,Modifier,TEDDY,1
수백,Noun,PDOGG,2
수백,Noun,TEDDY,1
수색,Noun,PDOGG,1
수수한,Adjective,조윤경,3
수시로,Adverb,PDOGG,1
수식어,Noun,KENZIE,1
수십,Modifier,TEDDY,1
수십,Noun,PDOGG,2
수업,Noun,PDOGG,1
수없이,Adverb,KENZIE,4
수없이,Adverb,PDOGG,4
수영,Noun,PDOGG,1
수위,Noun,TEDDY,1
수저,Noun,PDOGG,3
수천,Noun,PDOGG,2
수트,Noun,KENZIE,1
수평선,Noun,조윤경,2
수학,Noun,PDOGG,1
수혈,Noun,PDOGG,1
수호,Noun,조윤경,1
숙명,Noun,PDOGG,1
숙여,Verb,PDOGG,1
숙이지,Verb,PDOGG,1
숙제,Noun,KENZIE,4
숙제,Noun,PDOGG,2
순,Modifier,PDOGG,1
순,Noun,KENZIE,2
순,Noun,PDOGG,6
순,Noun,TEDDY,6
순,Noun,조윤경,1
순간,Noun,KENZIE,28
순간,Noun,PDOGG,25
순간,Noun,TEDDY,17
순간,Noun,조윤경,38
순결했던,Adjective,PDOGG,3
순삭,Noun,PDOGG,1
순수한,Adjective,KENZIE,3
순수한,Adjective,PDOGG,1
순수한,Adjective,TEDDY,1
순수한,Adjective,조윤경,3
순수할,Adjective,KENZIE,1
순수함이,Adjective,TEDDY,1
순수했던,Adjective,PDOGG,1
순식간,Noun,KENZIE,3
순위,Noun,PDOGG,1
순종,Noun,TEDDY,1
순진했나,Adjective,TEDDY,1
술,Noun,PDOGG,2
술,Noun,TEDDY,5
술,Noun,조윤경,1
